filename,width,height,class,xmin,ymin,xmax,ymax
92992ff9c823e0420bf17e71db9ef4ef_jpg.rf.ad34a5c8bcd18fa514c3b239db1e4e2e.jpg,416,416,knight,214,243,238,303
d3a4e1b8f13ef89f419251f5c5839d0d_jpg.rf.ab90929488671031dba9fe9d75f1027a.jpg,416,416,pawn,219,310,240,355
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,king,124,267,160,355
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,rook,48,293,83,355
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,queen,156,98,185,175
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,pawn,123,82,147,130
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,pawn,193,119,215,165
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,pawn,145,201,171,253
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,king,253,129,287,212
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,pawn,227,117,250,165
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,pawn,292,14,318,59
d9acc69c5d57623cda22786e309201c9_jpg.rf.aacf3cf612f254988571c017c47dd05e.jpg,416,416,pawn,297,253,325,302
31419854b103ca6becc4cc394c449e95_jpg.rf.aced8adff2d925d61dc4cb7a09d1ea18.jpg,416,416,queen,184,99,208,169
1b4ccdf7d5ff45dc6c3885243bde5af2_jpg.rf.ad3f77aedd9c8358bd5f92b33fa69b2f.jpg,416,416,king,128,86,157,170
1b4ccdf7d5ff45dc6c3885243bde5af2_jpg.rf.ad3f77aedd9c8358bd5f92b33fa69b2f.jpg,416,416,pawn,92,251,120,305
04aed88a8d23cf27e47806eb23948495_jpg.rf.b29772530cd0626e021d0d9c9845580d.jpg,416,416,rook,199,51,222,102
04aed88a8d23cf27e47806eb23948495_jpg.rf.b29772530cd0626e021d0d9c9845580d.jpg,416,416,pawn,203,120,222,165
04aed88a8d23cf27e47806eb23948495_jpg.rf.b29772530cd0626e021d0d9c9845580d.jpg,416,416,king,205,173,236,257
04aed88a8d23cf27e47806eb23948495_jpg.rf.b29772530cd0626e021d0d9c9845580d.jpg,416,416,king,131,89,156,170
04aed88a8d23cf27e47806eb23948495_jpg.rf.b29772530cd0626e021d0d9c9845580d.jpg,416,416,bishop,99,150,126,209
04aed88a8d23cf27e47806eb23948495_jpg.rf.b29772530cd0626e021d0d9c9845580d.jpg,416,416,pawn,169,118,189,164
04aed88a8d23cf27e47806eb23948495_jpg.rf.b29772530cd0626e021d0d9c9845580d.jpg,416,416,pawn,96,255,118,303
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,queen,76,90,101,150
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,king,70,116,102,192
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,bishop,88,63,110,116
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,bishop,69,181,94,234
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,rook,94,32,117,79
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,rook,57,227,87,281
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,rook,97,6,117,50
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,rook,52,279,83,332
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,133,8,150,47
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,131,41,149,79
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,126,74,145,113
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,122,105,141,149
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,116,145,134,187
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,111,187,129,231
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,105,233,124,277
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,98,282,119,330
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,queen,324,82,351,150
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,king,329,112,358,191
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,bishop,325,58,347,112
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,bishop,337,174,362,231
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,knight,321,29,344,78
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,knight,337,230,365,286
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,rook,343,281,371,339
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,rook,319,0,340,44
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,289,5,309,42
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,289,39,309,77
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,289,73,309,113
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,291,108,314,149
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,291,149,314,193
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,295,194,319,233
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,295,234,320,278
4939035108d04ee672570a7cc937e270_jpg.rf.b4c3683c40937f241532926c9365fe7c.jpg,416,416,pawn,299,285,324,329
4ae38537a74c5ed10d5223f8066659fc_jpg.rf.ac588adb708e1f59e1155b4f05104b3f.jpg,416,416,rook,219,120,241,168
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,king,244,173,278,256
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,rook,333,296,367,355
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,queen,234,93,259,174
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,pawn,271,83,291,127
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,pawn,202,118,223,165
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,king,129,128,161,213
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,pawn,101,15,124,60
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,pawn,167,117,189,164
66f3c2c7c10a9263de9c6e056ba5c1b9_jpg.rf.b023b0dfca603524fbff0f74c17e97fb.jpg,416,416,pawn,91,254,120,303
5e71cb8d41c333a18e799ef0004b040c_jpg.rf.aace4b1dfafebb933328119a312983a3.jpg,416,416,bishop,216,300,240,357
0cf670506bf9e0fe587647cd62caa232_jpg.rf.b376473a7339891ff0b36b32a6e7b070.jpg,416,416,king,217,177,243,256
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,rook,52,276,84,333
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,king,63,159,101,244
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,queen,154,85,181,158
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,knight,192,29,220,83
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,190,6,209,48
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,116,144,138,192
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,124,73,148,116
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,192,104,212,148
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,145,186,168,233
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,knight,220,135,246,192
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,knight,334,219,365,280
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,queen,253,86,280,156
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,king,288,112,320,194
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,295,233,319,280
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,rook,296,281,325,338
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,rook,318,0,344,45
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,288,0,310,46
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,223,105,246,149
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,287,68,307,115
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,bishop,220,218,248,280
ec5ab1930d6aa16fff2582b48f82cada_jpg.rf.b260e53417126e52da5ef11d916998a9.jpg,416,416,pawn,218,282,243,331
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,knight,87,234,116,301
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,king,303,84,337,168
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,rook,226,7,250,61
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,bishop,199,66,223,127
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,164,53,185,97
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,275,121,295,168
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,241,199,264,250
76d01bada90581f55f1ae64c062cafcf_jpg.rf.af2b5b069c121ba47cc6083326caea27.jpg,416,416,pawn,214,253,237,301
